Gesture|Coords
0|[[0.390842836853604, 0.698865535292498], [0.5069737574306957, 0.6059952474566898], [0.5448581902006875, 0.5176205839655376], [0.547293641551941, 0.441879286202941], [0.542147993863783, 0.3848617463750991], [0.5614537230237251, 0.4186052458758746], [0.5777668626757384, 0.27983878527988204], [0.5763280065462851, 0.2039637249435321], [0.5702719128110141, 0.15420842847485589], [0.4897797755159646, 0.40511501067967753], [0.5062162761518325, 0.24458849596510704], [0.49791263884632087, 0.15934600100297658], [0.4889597089660483, 0.10184639067909236], [0.4096629009972048, 0.40663750207311716], [0.4152644764789764, 0.26232736053257866], [0.41018619000474305, 0.17998712845872392], [0.40615271004405734, 0.12447987955888039], [0.3328970413416041, 0.41930991787824], [0.3181810531010238, 0.306715677199874], [0.3066761692158761, 0.24234257030569212], [0.2991205672533611, 0.18926810728204949]]
0|[[0.39118170549532655, 0.7000367850420711], [0.5069056321558274, 0.6036601776006785], [0.5452515557257945, 0.5143720081723295], [0.5475891404250289, 0.4385046517127832], [0.5423811195228664, 0.3802139888738379], [0.5635169936923156, 0.4163646863097149], [0.5783819821254389, 0.2774035620183006], [0.5758487505609556, 0.20122755379856824], [0.5691980761634824, 0.15184802784080945], [0.49053516208458364, 0.4040362467264969], [0.5061733504102606, 0.2444330736678438], [0.4974989215116286, 0.15934144961673535], [0.48882993038487466, 0.10234994315429959], [0.40913096930198006, 0.4061226315771626], [0.41413743683286147, 0.2626514068246493], [0.4090554500371139, 0.18002711172021718], [0.40554586299032686, 0.12479992249467722], [0.33122297098748626, 0.41856664522592346], [0.3160107459016708, 0.3059806761208881], [0.3048191319468961, 0.240621250614759], [0.29798149474681757, 0.18714715016823558]]
0|[[0.39059578162675945, 0.6995843298800307], [0.5060349815718914, 0.602156358867515], [0.5442365934897789, 0.5124492518228931], [0.5471983745625825, 0.436500317957021], [0.5431280824365097, 0.377659667904204], [0.5637711002266524, 0.41571526149284344], [0.5776805278925828, 0.27641035919530166], [0.57462110156481, 0.2002039760833571], [0.567692028994516, 0.15110062034443358], [0.49109801402867265, 0.4037427731491148], [0.5062125146858921, 0.24369161341914244], [0.4970326976289828, 0.15856681114370735], [0.488073235315436, 0.10178301871807018], [0.4097858041791263, 0.40580783470165455], [0.414447305437529, 0.26184092046968366], [0.40899054144614944, 0.17900160223846112], [0.4053067773965525, 0.12389116619328382], [0.33175897678289745, 0.41790324946891827], [0.3161439394328438, 0.30485464191138406], [0.30474161614041084, 0.23924457794403764], [0.29785719811947864, 0.1858028856340261]]
0|[[0.39108361900974026, 0.699839302633306], [0.5058146755511883, 0.6019449243185051], [0.5438280068944225, 0.5123152598010875], [0.547002109710028, 0.43693367489259044], [0.5435290335389186, 0.378324254036764], [0.5641441136686699, 0.41533284040924395], [0.5776562954395482, 0.276436425010162], [0.5745987168355428, 0.20036677696438276], [0.5678179160683368, 0.1513190873236421], [0.49150188581803067, 0.4033430205732033], [0.5063201924010385, 0.24371578247132486], [0.49700132837577504, 0.15862211633925105], [0.48807805198960097, 0.10180349954873913], [0.4100410258720957, 0.4053343372206218], [0.4145121839181654, 0.2618181447242259], [0.4088597694852887, 0.17889977639718246], [0.40508554735707303, 0.1236772590095895], [0.3317688713055473, 0.41727745473347166], [0.3160316526962075, 0.30453094510404577], [0.3043940684261592, 0.2388727652315716], [0.29729774482933635, 0.18529736992505996]]
0|[[0.5301879218922572, 0.7105516681515294], [0.6492782817062561, 0.6321730579326318], [0.7123433945755226, 0.5365360508546344], [0.7483995160947575, 0.4492919912359543], [0.7798549519330314, 0.3881061462346673], [0.6449313901312771, 0.4130971654105905], [0.6564874029684693, 0.26529935330211696], [0.6595133086324151, 0.17715144269808106], [0.660580291754921, 0.10836534386179925], [0.5597681612382721, 0.40358559976422204], [0.5585475357002273, 0.23845989554177408], [0.5528227975540143, 0.13907575475458428], [0.54929093451819, 0.0621895529340154], [0.4790831080043811, 0.41348595222167234], [0.4649337538762088, 0.2694220954651331], [0.45661697052026046, 0.17237228071113875], [0.45453211635925755, 0.09614847035800214], [0.4093712105962055, 0.43863649089712425], [0.38246147266334274, 0.3298107749574336], [0.3664914513442641, 0.2598888924435943], [0.35756527093671875, 0.19550877726156735]]
0|[[0.547086895182681, 0.7276529522435137], [0.6789741894278266, 0.638513956338587], [0.7438844463742079, 0.5474062734849496], [0.7829343190719864, 0.46704164497356704], [0.8194880983599839, 0.4028552605823256], [0.6453072906729282, 0.40888813677938807], [0.6613049706371595, 0.2533679680802994], [0.6687230463232736, 0.16106677095604438], [0.6742437353315929, 0.09490753541557458], [0.5590780715025371, 0.39834567033637697], [0.5590578806434617, 0.2264764220934446], [0.5564614330354134, 0.1259660014894854], [0.557687158931242, 0.053666637880849584], [0.4816909429847222, 0.4108071059634702], [0.46617303749169886, 0.2686295327182711], [0.45432438275801273, 0.17847485774661262], [0.44903763424232795, 0.11542634529848496], [0.41878045776895667, 0.4374005973159734], [0.3825707887374261, 0.33514741822241273], [0.35994129577502176, 0.27136128541149374], [0.34525147494798264, 0.21847044806226834]]
0|[[0.5456701030051653, 0.7270686442863552], [0.6776214303848245, 0.6382380551818273], [0.7428326160240263, 0.5475664097521106], [0.7822488629455888, 0.4673748158252006], [0.8193433270597857, 0.40318992595127506], [0.6455207886429315, 0.409231317659245], [0.6624004064758462, 0.25393098220629545], [0.6709396029578321, 0.16111854924876812], [0.6774132866475675, 0.09433905336746098], [0.5596190456815276, 0.3984468705192181], [0.5598201180811384, 0.22586897712226378], [0.5576657766680898, 0.1248523869792737], [0.559339050377331, 0.05197575881987755], [0.4822050497786244, 0.4105216757904785], [0.46664723233576905, 0.26732701518583074], [0.45511086718520377, 0.1767788348988137], [0.4501245335956911, 0.11318615618128866], [0.419086470674323, 0.4369053680210557], [0.3831688833899187, 0.3336168062371365], [0.3610484883749528, 0.26923358781550694], [0.34676604290511126, 0.21576289597364237]]
0|[[0.5413875680401367, 0.7257747523237998], [0.6743407672788897, 0.636553592514493], [0.7387564013064906, 0.5464003410309252], [0.7789995817910937, 0.4678974989876152], [0.818176430760596, 0.40297094783271376], [0.6426671651500924, 0.4083580744293878], [0.6612536966600323, 0.25392432325413544], [0.6727184727132339, 0.16015814999159309], [0.6814261708642905, 0.09199216791116323], [0.557217778636495, 0.3973317011837192], [0.5561959483199886, 0.22384430810501718], [0.5550414270432408, 0.1220216788361972], [0.5575574966195096, 0.04754738961974705], [0.4802608479920061, 0.40851309272176317], [0.46332227647983387, 0.2646695969299039], [0.45308867294864363, 0.17308070567581194], [0.4489467215999425, 0.10811455355405879], [0.4179220665655391, 0.4335400535788993], [0.382008612888373, 0.3300603499107066], [0.3609065101586168, 0.26441548206004306], [0.34711002153736764, 0.21002411630431098]]
0|[[0.5413296399600765, 0.7234093179033905], [0.6724855916543756, 0.632419228165522], [0.7374184683259849, 0.542645025585187], [0.7783845503862764, 0.4650537888159882], [0.8182453498783436, 0.40045585651071747], [0.6419477985463028, 0.40489259864864446], [0.65998347211965, 0.25158934260531385], [0.672081325070126, 0.15736080225356547], [0.6813659799745433, 0.08846657610186114], [0.5570757591954681, 0.3945568899077433], [0.5553955372110945, 0.2217101385314828], [0.5546242773519711, 0.1193930295848901], [0.5577563254159111, 0.04385468907269745], [0.48032719351046654, 0.40592997763213007], [0.46314786663528407, 0.26260119597816217], [0.45319125354922307, 0.17095453294772145], [0.4492410314420067, 0.10519998532287886], [0.41795104175737585, 0.4308268823881185], [0.38208578865415777, 0.3275669378744475], [0.36082360083135473, 0.26169735880124023], [0.3467370464280873, 0.20669041650112396]]
0|[[0.5421785517685265, 0.7220277289366395], [0.6732728815617693, 0.6316505233371849], [0.7379771759360503, 0.5416504540460975], [0.7780734773391536, 0.46383421357194277], [0.8165432706385599, 0.3988264599592496], [0.6420605978704739, 0.4029708340220429], [0.6602807552705235, 0.2500462710046387], [0.6726176841633851, 0.1553493624377743], [0.6824086155518666, 0.08597574578014862], [0.5570866487657093, 0.3926955149865532], [0.5551380914157573, 0.2199463500932407], [0.5549829996894808, 0.11701460694583503], [0.5590564727148365, 0.04088732170979057], [0.4803914581584283, 0.40403390061648065], [0.4628104719575877, 0.2604824326758694], [0.4530749087639153, 0.16857607034401909], [0.4496769109766349, 0.10246228477534199], [0.4179658327358784, 0.42902872654560525], [0.3815546592233246, 0.3256630694172924], [0.35995478749839854, 0.2592924772693439], [0.34584116752227156, 0.2035127301983777]]
0|[[0.5414180740226968, 0.7210663152459093], [0.6746694436733346, 0.6304321476262661], [0.7390336132189035, 0.5403296692956624], [0.7784149149169078, 0.46238636241972536], [0.8166176771552894, 0.3967197691697648], [0.6430581648019499, 0.4026146332080296], [0.6627988621679963, 0.24973256043966405], [0.6761037212478402, 0.15469184151123488], [0.6865611439067278, 0.08473845218969364], [0.5571302485975175, 0.3917278580268773], [0.5558817211265974, 0.21843578400060512], [0.5563572487715872, 0.11436118092510124], [0.5607724220066234, 0.03673213109623873], [0.4797525484518816, 0.40236967334463214], [0.4623953017852334, 0.2582201426896588], [0.45311017203483117, 0.16492412527054126], [0.4498234682645842, 0.09714883502293621], [0.4170065634906602, 0.42668636341255106], [0.3802300563921591, 0.3232974167733606], [0.358402571284172, 0.2564256561748944], [0.34398434143211937, 0.19967935414185603]]
0|[[0.5407520624617868, 0.7190807124407398], [0.673423905202286, 0.6299021377882397], [0.7376297748355564, 0.5388128670894868], [0.7760089284334513, 0.45936737951514045], [0.8123295221258652, 0.3934446561031219], [0.6444395448038068, 0.40198491772177886], [0.6659288307339428, 0.2488901219050309], [0.6794946702390948, 0.15363169940171226], [0.6899002110531954, 0.08285490857904994], [0.5581477176126828, 0.3906190091029837], [0.5580608389907523, 0.21664574508018025], [0.5590908171746154, 0.11166562040973434], [0.5637476294577423, 0.03302340854932079], [0.48024324013908415, 0.40123101016902507], [0.46388451174367307, 0.25608752225021175], [0.45510129051481435, 0.16200311508609394], [0.45218893746606625, 0.0934076688903489], [0.41664581053075067, 0.42607640291664634], [0.38156842651990625, 0.322009501344372], [0.3606930185721109, 0.2547480409975435], [0.34705417852782866, 0.19766967639137398]]
0|[[0.5388656439313221, 0.7211359157565158], [0.673006172446433, 0.631493242589738], [0.7369297279427756, 0.5397967014321414], [0.7736745959761161, 0.4594665166325576], [0.8076376053259561, 0.3926148285225093], [0.6441181978681635, 0.40294208138464976], [0.6664980264315948, 0.25165273505517455], [0.6805502888149189, 0.15725174044370957], [0.69084531311416, 0.08669213024943606], [0.5571231395088235, 0.3911581255798581], [0.5563187008063061, 0.21827930592856423], [0.5564837516670595, 0.11392658278763833], [0.5599589150258062, 0.0354857280110978], [0.47919792103631487, 0.401812521744616], [0.46210440873617936, 0.2574383140827134], [0.45288114790520667, 0.16339189892561412], [0.4494630317474771, 0.09431921661068814], [0.4160589632704182, 0.42705686010003563], [0.3807338158663014, 0.3239775949369716], [0.359956021308664, 0.25674885886976395], [0.3463242662182272, 0.1992180466616455]]
0|[[0.5417471068060841, 0.7217584833048624], [0.6743555454913345, 0.6320515794995076], [0.7362335951828713, 0.5397939363492202], [0.7693375783694333, 0.45807423091225985], [0.7989562800813039, 0.39124477411046643], [0.6463598268280716, 0.40397249020583054], [0.6689711008110119, 0.2518050155255161], [0.6825556247956203, 0.15775637805977236], [0.6922382109576588, 0.08721228547938713], [0.5588784100020822, 0.39249745808050457], [0.5586109085194866, 0.21864490260240718], [0.5591610387659512, 0.11405139349369643], [0.5627145023699107, 0.035450133964075266], [0.4801736365068051, 0.4038625611629758], [0.4630908953573388, 0.2584272721412763], [0.4541748994287701, 0.16361669519514688], [0.45113862527691234, 0.0938369085025713], [0.4158641289237048, 0.43024808138260406], [0.38033581354443036, 0.3266672488156097], [0.3598452450661477, 0.2591741400007326], [0.34665593269612127, 0.2013124916153987]]
0|[[0.5457627247825949, 0.7219672255152673], [0.6754904723252814, 0.6334249819843389], [0.7361897707390732, 0.5409440793782551], [0.7672559520695806, 0.45886618854299144], [0.7938813758498691, 0.3925100305250432], [0.6465129497149358, 0.40300770000801783], [0.6687345036361398, 0.250162580413442], [0.682504098774761, 0.15689172400196655], [0.6924113871549583, 0.08716353572829974], [0.5593136736794235, 0.39154576261853064], [0.5590458854309639, 0.21658666643597652], [0.5603291097967658, 0.11230572425409081], [0.5647478289625667, 0.03464120643073538], [0.4808765248533803, 0.4035266499775044], [0.46372224303836435, 0.2566067567524114], [0.4556360168344777, 0.1617842446307768], [0.45379780914180323, 0.09239190739526199], [0.41652571047310666, 0.43145300318990765], [0.3808656078652185, 0.32653412822251987], [0.36115825146064345, 0.2585476370349372], [0.34924999143989205, 0.20054531448165774]]
0|[[0.5483457698455004, 0.7218062784422075], [0.6767345507978453, 0.6293309807305123], [0.734353687780659, 0.5369226994312716], [0.7623875428939574, 0.4565453267396712], [0.7867990543006335, 0.3911357042695149], [0.6488032501899841, 0.4025408418460531], [0.6704875577642517, 0.24934709616412276], [0.6837586231289073, 0.1569113347212643], [0.6932604003003731, 0.08806474430398983], [0.5617934365638316, 0.39155916434328986], [0.562209241540599, 0.2163327639339289], [0.5634250119802124, 0.11202587938196926], [0.5680908748528337, 0.033914638412734635], [0.482794165256094, 0.40335584141757697], [0.46567969879444604, 0.2553327273451308], [0.45745362079265545, 0.15955434799864981], [0.45562855108020744, 0.08924189789529208], [0.41768511029160105, 0.43028659615351916], [0.38132527966325747, 0.3235847590671069], [0.36097761937691153, 0.2548971485338742], [0.34879627423401305, 0.19643210001833836]]
0|[[0.5505961186792375, 0.7206195687560654], [0.6740849780476331, 0.6282637594819585], [0.73088875943599, 0.5351826848116347], [0.7574694618195135, 0.45355396405002296], [0.780720919139768, 0.3900168860026426], [0.6502692330174359, 0.40457976609909635], [0.6703486965524466, 0.2503061499727491], [0.6827187029157373, 0.15791014267806536], [0.6917306640526946, 0.08819945542657516], [0.5646386053690622, 0.3951952170278749], [0.5645867255228193, 0.21814479526075056], [0.5658279872299419, 0.11251172506702467], [0.570372003279254, 0.033130134374782995], [0.48547876597185535, 0.4083540373837808], [0.467663454498195, 0.2577983804082085], [0.45925858187817237, 0.16057679019118862], [0.45741513703858516, 0.08853713801686074], [0.4189084901987017, 0.43710967360780645], [0.38139716574173066, 0.32862035349896024], [0.36069344003300313, 0.2595593283069012], [0.3483415781558538, 0.1999587153052021]]
0|[[0.556485108170142, 0.7208845581544648], [0.6774775738685349, 0.6242312513450016], [0.729366471869799, 0.5313082610144397], [0.7489533630813716, 0.45026021449398], [0.7637628846981122, 0.3892274539086152], [0.6491904296652222, 0.3989550308684403], [0.6638476142309495, 0.24407639684110796], [0.673051963007204, 0.15412602058289734], [0.6788048745382574, 0.08706131377952833], [0.5638307644306295, 0.39098958321363003], [0.5587889128145338, 0.21377758808335054], [0.5555791372947064, 0.11194972931137895], [0.555933528126684, 0.03639347978291255], [0.4850590908524829, 0.40591646077511956], [0.46331202821731615, 0.2557641995963816], [0.4519139916810988, 0.16168181938148715], [0.44767152302441504, 0.0927263968676743], [0.41882084028916144, 0.4360787613856505], [0.3799413852473142, 0.32747970459943543], [0.3592459753782478, 0.2596818844901106], [0.3469293126912462, 0.20196893222364762]]
0|[[0.5585390662436643, 0.7243135561492468], [0.6864295841407628, 0.6271160224290765], [0.7291475454652158, 0.5361621512269851], [0.728340748467597, 0.4558537200518107], [0.71829962795888, 0.39531353202618025], [0.6456756398969349, 0.40460693069784426], [0.6577047494233953, 0.24951924847986637], [0.6617651883637595, 0.15872956920031933], [0.6639535279796508, 0.0923353147410774], [0.5617445437344559, 0.3948057678958301], [0.5593371533934032, 0.21983292981796035], [0.5557887971607786, 0.11519594402739962], [0.5556302936279656, 0.037936154058281775], [0.48574160328878235, 0.40861132747780377], [0.4672924146004243, 0.26060776667946167], [0.4557215525570956, 0.1613386841648113], [0.4504500352272534, 0.087800777039543], [0.4227274410563969, 0.44003605508207594], [0.38235588182987235, 0.33368208591630066], [0.35835136550913194, 0.26302248513789206], [0.34245191502250993, 0.2009933798422667]]
0|[[0.5668153048757095, 0.7263660218885597], [0.6869739723182294, 0.6147497571818406], [0.7186966402028844, 0.5167025711601806], [0.7064441109990359, 0.4341669986475448], [0.6883426867876766, 0.3722558707090476], [0.6396903295025821, 0.3941662303489273], [0.6467314085337771, 0.2408562662555965], [0.6506352450145674, 0.15135300879592017], [0.6533889445607518, 0.08521473582527529], [0.5572510364890546, 0.3901021169960167], [0.5472812998432698, 0.2171767909127011], [0.5407053756884534, 0.11648343580759006], [0.5388659867081562, 0.04215474043847095], [0.48310602635802347, 0.4081726690304158], [0.458242294885852, 0.2626114616968874], [0.4463686795414395, 0.167418187100725], [0.4412807914279693, 0.09691931372654954], [0.42243117984182615, 0.44171311112740047], [0.3800479623091445, 0.336423179578485], [0.35657928444513126, 0.2666971957390859], [0.34086200570797603, 0.20601576054884604]]
0|[[0.5727511757984991, 0.7280082124319145], [0.6863260756994549, 0.6091233048290244], [0.7098270183252338, 0.5075206070582823], [0.69647736134738, 0.4237814468444583], [0.6828166644498227, 0.36075675938252827], [0.6406693629580146, 0.3924607357770418], [0.6417785301711403, 0.23924711000086593], [0.642956253009316, 0.15409945260554836], [0.6437260770842543, 0.09116235071371889], [0.5614630947616485, 0.39082241231460074], [0.5473924198372323, 0.21608348407314726], [0.5362507435365064, 0.11890399037236551], [0.5300303048177839, 0.047649564587655534], [0.4882329630060277, 0.4117385353061716], [0.45946295324958897, 0.26262486220774645], [0.4432880154609442, 0.1695548459807966], [0.43455037067548613, 0.10108673585461124], [0.4270072542441208, 0.4477188000103924], [0.38233207325802765, 0.3388618191934674], [0.3562203510386926, 0.2711844942089755], [0.3375012608855927, 0.21238915350119975]]
0|[[0.5741594048657059, 0.7255881653274913], [0.6824969217709247, 0.5990065199363007], [0.7016646775256468, 0.4979275639482226], [0.6848469045826336, 0.4155461007386258], [0.6673060538076242, 0.35379603617632255], [0.639230899285345, 0.38992018090064146], [0.6372518665189197, 0.2387010427414051], [0.6356366496131252, 0.15503027543577366], [0.6334903982900367, 0.09315071049784503], [0.5617499810783534, 0.3907895847080218], [0.5450433026188983, 0.21935115496157445], [0.531420627610988, 0.12443798145296169], [0.522747746532004, 0.05478657698346576], [0.4894902771305554, 0.4130082307550007], [0.45800660727592385, 0.2666547516062018], [0.44030818025761886, 0.17676777996468493], [0.43055815657041613, 0.11104357115142162], [0.42907507021656766, 0.4489285481433695], [0.38366943404360615, 0.3416920491792335], [0.35778941776625744, 0.2763760207612802], [0.3394030093575232, 0.2201472189225104]]
0|[[0.5787735063682666, 0.7255984663729613], [0.6811611548490685, 0.5920883091897963], [0.6972407344073411, 0.4916241770417389], [0.6794976827125209, 0.41220788067855163], [0.6617626277302999, 0.3498289919467435], [0.6409376866556219, 0.38924213173899364], [0.6360393529286583, 0.2391485720178241], [0.6320765486275489, 0.15411304042066648], [0.6274685344212522, 0.09138678265621351], [0.564038638841112, 0.39208083052270354], [0.5443659276104647, 0.2225055501723163], [0.5285056452667938, 0.12654582782911844], [0.5180681709124915, 0.05568308175205279], [0.4913180660470191, 0.4144698598533705], [0.4573793217823988, 0.2697227838074053], [0.4387925446478251, 0.1791586753389127], [0.42807856969163977, 0.11304129455270179], [0.42970581645179623, 0.44843917927054483], [0.3834913343326, 0.3415532364615664], [0.358073353115419, 0.2748581198155847], [0.34023769240767554, 0.21799489496524918]]
0|[[0.5817749245599962, 0.7221834715569305], [0.6772825154001588, 0.5844036084432972], [0.6940202756199528, 0.48148584451393334], [0.679026662907752, 0.39972948200610386], [0.6639025515267669, 0.33683032999964996], [0.6440826631291453, 0.38766226824243566], [0.6343390791269358, 0.2360651812796172], [0.6258660817698076, 0.1510857986889252], [0.6175594708465267, 0.0888313354494809], [0.5686430812848839, 0.3933517397181148], [0.5466384069627388, 0.22288641391052058], [0.5275510822171277, 0.12659769039800448], [0.5140756713037178, 0.055945744731002424], [0.4959398043876117, 0.41706002740271103], [0.46027651139339637, 0.27085291094996683], [0.4395790183131262, 0.17963858669837454], [0.4270390711811037, 0.11339886779760737], [0.43262655089982616, 0.45117106416007746], [0.3853623196845146, 0.34244427935113053], [0.3590084127933132, 0.2754168260652728], [0.3403595050683428, 0.21834288559114665]]
0|[[0.585053947788635, 0.7193225718121943], [0.6761779244710365, 0.5814715960442787], [0.689813706854018, 0.47703335021796855], [0.6722096467356028, 0.3926287496474962], [0.653492097812113, 0.33182606869734516], [0.6429341878798841, 0.384798094814453], [0.6290216090169971, 0.22890338059940685], [0.6170995195732316, 0.1456556543327001], [0.6061960151591556, 0.0865035724122888], [0.5698676911176764, 0.3914042517309723], [0.5457304907267203, 0.21797691535520358], [0.524912965521959, 0.12431868794011332], [0.5101460232164076, 0.05746142950124252], [0.4986879870206653, 0.4161925217752271], [0.4612656809785801, 0.2674670352105219], [0.43970903174253045, 0.17812119577561938], [0.42717056343544596, 0.11429656349671487], [0.43508454721829687, 0.4520870916037531], [0.3870304501428751, 0.3419835770820811], [0.3598564402965787, 0.27604440230171934], [0.3406592446334787, 0.21997157865333142]]
0|[[0.5831905957925724, 0.7173096082381845], [0.6740583268791702, 0.5808410877443119], [0.6883208965517373, 0.47681012753117036], [0.6710580078008935, 0.3918525721493986], [0.6518412766228677, 0.3313233709521796], [0.6420415454068018, 0.38413591882732145], [0.6271664941298202, 0.2279476927784284], [0.6139233640684439, 0.14457388392678416], [0.60175775363866, 0.0853864705901934], [0.5700472818139345, 0.3904104303426655], [0.5461044530087777, 0.21688158310940797], [0.5247089551854289, 0.1228645912458713], [0.5089772789341044, 0.055839001026266905], [0.4996114578126511, 0.4147229239887985], [0.4631234009916751, 0.26559397638702764], [0.4412963753576031, 0.17568749964507635], [0.4280228263390319, 0.11138278357559413], [0.4362432365105491, 0.4503623308320617], [0.38912841379828783, 0.3393824020751875], [0.3620259138879952, 0.2728812950412749], [0.34251993319150303, 0.2161597975584696]]
0|[[0.5845519382938094, 0.7161848259032947], [0.6754827141502451, 0.579022842441054], [0.6896841857475137, 0.4739623114808901], [0.6724372489880219, 0.3887883602405294], [0.653766735530889, 0.32775251614180856], [0.6431108870869509, 0.3835564018433259], [0.6264102736043915, 0.2276819995147587], [0.6122116926760839, 0.14385904838555152], [0.5993485077696029, 0.08353409550757245], [0.5709567703032695, 0.39087718027085877], [0.544641297750894, 0.21736972468176105], [0.5223695318955517, 0.1222470759882813], [0.5059357411772962, 0.053862821103654805], [0.5004963227319977, 0.4157958736903395], [0.46180986192362855, 0.2662698825523331], [0.43894801778572123, 0.17519926189297555], [0.424902519516502, 0.10963369801691264], [0.43735437742710115, 0.4516638077140651], [0.3890437465085052, 0.3401958803054759], [0.36132412348415044, 0.2731054307637537], [0.3412779304248867, 0.2157024524789127]]
0|[[0.5876331309558457, 0.7147127792162778], [0.6766223591113104, 0.5771403878555293], [0.6896499435737578, 0.47233329022288056], [0.6719852394104545, 0.3889645298728057], [0.6537816063345128, 0.32854384431891215], [0.6453742194259529, 0.3829708677328055], [0.628058975532333, 0.22924507489713786], [0.6133962619835234, 0.145627041331553], [0.6003660341808899, 0.08505518250345953], [0.5729030550643229, 0.39085884082824024], [0.5463043831979122, 0.21831619666657445], [0.5233410549769568, 0.12241807989055226], [0.5064177519043334, 0.053312163418999886], [0.5015337589406026, 0.41623882307982524], [0.4624698345486136, 0.2667841756814128], [0.43883235795265374, 0.17433204709973987], [0.42401137477900086, 0.10755628668627339], [0.43713043572980287, 0.45273330251593524], [0.38777747421484604, 0.3406033163720294], [0.35938431067797905, 0.2724254002115946], [0.3387818268483545, 0.21401053835347209]]
0|[[0.5884633454516952, 0.712906975085533], [0.6764532470688882, 0.576623780953332], [0.6887539916037814, 0.47136708557446716], [0.670221939155089, 0.38705704177314443], [0.6513222044187963, 0.3271926801532825], [0.6450988767953773, 0.38231385363705184], [0.6268992388348602, 0.22811085293800232], [0.6114852119434755, 0.14497294024037807], [0.5977644331269794, 0.08468142406227684], [0.5730764115122136, 0.3900912561092932], [0.5461003589953181, 0.21709957006285213], [0.5229304070619659, 0.12173624025169176], [0.5057320994145589, 0.05306502537843746], [0.5020891011734646, 0.4154390548293384], [0.46284774812780294, 0.2652762276245478], [0.4392201669457267, 0.17313955650009555], [0.4243638344567118, 0.10633242740417198], [0.4378632833219527, 0.4522719655759429], [0.38857749427222094, 0.3394741539686926], [0.36029451384531813, 0.27147706354927964], [0.33976269950781784, 0.21284470459021285]]
0|[[0.5771423156172387, 0.6672526502044769], [0.6451791994895243, 0.5659195292453116], [0.6503606631371649, 0.4824667699757685], [0.6295897303772306, 0.4229005498514177], [0.6037969983789039, 0.3736693047654396], [0.6516174800886885, 0.36608090935121773], [0.6212629762898467, 0.2554095136631874], [0.594778350643595, 0.19262788337922582], [0.5769149731182273, 0.15642694448734035], [0.5854852702398958, 0.3720705369486194], [0.553916598649085, 0.24107039764395977], [0.5231015633889955, 0.17285208764154295], [0.5032909598305226, 0.12979560253617792], [0.5096509665804655, 0.39307400208587673], [0.4751257173211812, 0.27266625406005734], [0.44718757020700584, 0.20369663236607696], [0.4303321821337541, 0.16070758970472673], [0.43570145148286743, 0.42131059067744636], [0.391988368759235, 0.32690925443412977], [0.36561350135408704, 0.2686113272249194], [0.34811241308035573, 0.22337087269721734]]
0|[[0.5745445973977977, 0.6849463497943115], [0.6497410749260671, 0.5720463833367905], [0.649667160690795, 0.4785625903029243], [0.6215974878097005, 0.4063809625680687], [0.5933554291043087, 0.35609081398263], [0.6508227452419336, 0.3830558237161254], [0.6199459002130471, 0.2509864995266681], [0.5958178900544392, 0.18354382987133874], [0.576586547688262, 0.14012954460484567], [0.5828033341167496, 0.39001897975483063], [0.5446128681276347, 0.2377453111551426], [0.5127060750798188, 0.16194535187398892], [0.48830389014232406, 0.11191138323473965], [0.5103920392972334, 0.4122846935114413], [0.46740086442419443, 0.27524505083845585], [0.4378463861920132, 0.19682102652079528], [0.41852946398631585, 0.1423345784830725], [0.4435976676560201, 0.44337324056594296], [0.393121460422112, 0.3407635485816649], [0.36296986457687486, 0.28096848905736704], [0.34060562368487574, 0.22762967942497747]]
0|[[0.5736236329730766, 0.6864375170707688], [0.649198684497777, 0.572858817350613], [0.6497580712377788, 0.4787689016125444], [0.6220443537199732, 0.40578739064890607], [0.5931966732313309, 0.3541240492911932], [0.6512243180993386, 0.38224718284585446], [0.6196951157161646, 0.25025148249805634], [0.5948574555738046, 0.18286461004173088], [0.5750307973653147, 0.13993045343782295], [0.5827767175615732, 0.38951075007608515], [0.5452358156270031, 0.2379498443827481], [0.5132605414602929, 0.1626719780128463], [0.4886731712835846, 0.1132443181249414], [0.5097465510663913, 0.411910416945241], [0.4676028672981853, 0.2755984380006308], [0.4380798169422089, 0.19757041199704475], [0.41863951442707226, 0.1437673453340054], [0.442187137454636, 0.44267127881788343], [0.39203841098515224, 0.3400409132950162], [0.3622167882685624, 0.27973662455625453], [0.3401392604838354, 0.2264799752065184]]
0|[[0.5745442336253457, 0.6867412559131907], [0.6499796077132142, 0.5728827928073534], [0.6506240642778984, 0.4787951757043726], [0.6233403832336963, 0.40604378540673136], [0.59499912688415, 0.35448132001536253], [0.6510793622991393, 0.38180524977383923], [0.6194761066756075, 0.25034824741300443], [0.5948391512086494, 0.18318482876951991], [0.5752129912308991, 0.14034766060514492], [0.5825554479413558, 0.389082259321247], [0.5451821285843114, 0.23812811474644624], [0.513539553881947, 0.16298917821844322], [0.4892129041586217, 0.11347445903566192], [0.5095024125759199, 0.41154362388036714], [0.46742552989917335, 0.27566515580880613], [0.43801882181086, 0.19762558558416085], [0.41862849416230735, 0.14364649674191096], [0.4420722061505086, 0.4423447826091394], [0.39173459778297665, 0.3398210228954169], [0.3618906082818948, 0.2794905086707865], [0.3397648252955731, 0.22612827142524158]]
